,wind_speed,direction,ghi,pressure,temp_air,precipitation
2022-02-11 00:00:00,3.6053709570544115,-166.9812826953866,0.0,100263.79166666667,2.2869252522786496,0.0
2022-02-11 01:00:00,4.084781046151117,-169.8662382878474,0.0,100278.9375,2.0625956217448334,2.2621476091444486e-05
2022-02-11 02:00:00,4.423459103861052,-170.43071323367826,0.0,100288.0,1.6984853108723996,1.0492901007334436e-06
2022-02-11 03:00:00,4.928710542337579,-171.8174938330061,0.0,100301.125,1.6329589843750227,5.1460228860378265e-06
2022-02-11 04:00:00,5.446047504119452,-173.25881441841125,0.0,100349.83333333333,1.8928110758463959,3.1516266365845994e-05
2022-02-11 05:00:00,5.754877456861097,-178.53875370387493,0.0,100434.79166666667,2.1512797037760834,3.5130729277928666e-05
2022-02-11 06:00:00,5.076231098803993,-178.06747594336457,0.008611111111111111,100532.75,1.9887532552083371,0.00019831831256548563
2022-02-11 07:00:00,5.23216321388847,-184.7149817074968,38.12784722222222,100689.1875,2.3710062662760834,0.00015294676025708515
2022-02-11 08:00:00,5.229066008319365,-193.63526526968633,103.76819444444445,100798.5625,3.112166341145837,0.00010461763789256417
2022-02-11 09:00:00,4.985401838770193,-195.36392052617305,187.44275462962966,100922.04166666667,4.018289184570335,6.70120740930239e-05
2022-02-11 10:00:00,4.75933786730608,-197.10611434486566,257.6333564814815,100999.58333333333,4.780246988932333,8.259682605663943e-05
2022-02-11 11:00:00,4.592904110970506,-200.96113854602373,350.4581481481482,101043.79166666667,5.611469523112021,0.00010388437658548355
2022-02-11 12:00:00,4.5307459802386525,-204.79292134027787,347.30400462962956,101052.91666666667,5.947249348958337,8.537061512470245e-05
2022-02-11 13:00:00,4.380505839265084,-209.88896341204128,315.1375925925925,101078.625,5.922591145833337,0.00010457510749499
2022-02-11 14:00:00,3.9061045145386912,-213.45028602980778,203.21060185185195,101153.22916666667,5.513574218750023,7.626724739869428e-05
2022-02-11 15:00:00,2.976634386696546,-212.8344862856319,100.04777777777778,101192.125,4.82598775227865,4.255957901477814e-05
2022-02-11 16:00:00,2.174581035399811,-201.94778631865825,15.44467592592584,101274.79166666667,3.649128214518271,4.971399903297424e-06
2022-02-11 17:00:00,1.932415479286663,-190.0859399221673,0.0,101309.35416666667,2.6646667480468977,2.9181440671429554e-08
2022-02-11 18:00:00,1.7144112917266507,-177.40754909426892,0.0,101359.52083333333,1.1407765706380246,0.0
2022-02-11 19:00:00,1.6840549668792781,-162.77111262604774,0.0,101393.33333333333,0.023299153645837123,0.0
2022-02-11 20:00:00,1.8115647734903946,-133.51664402998287,0.0,101427.29166666667,-0.6654164632161041,0.0
2022-02-11 21:00:00,1.7204284218738566,-110.74783713768085,0.0,101409.08333333333,-1.0058858235676666,0.0
2022-02-11 22:00:00,1.8354111350338245,-95.75454573705224,0.0,101395.20833333333,-1.3141794840494754,0.0
2022-02-11 23:00:00,2.0261423490511183,-91.24336986916828,0.0,101356.58333333333,-1.6439320882161041,0.0
2022-02-12 00:00:00,2.090177744185548,-87.8919879222756,0.0,101333.54166666667,-1.6095438639322879,0.0
2022-02-12 01:00:00,2.2030959749545618,-85.43329065085365,0.0,101289.41666666667,-1.9326487223307254,0.0
2022-02-12 02:00:00,2.2553313579752077,-82.3352877848445,0.0,101251.3125,-2.2008880615234148,0.0
2022-02-12 03:00:00,2.367821665837667,-80.91492577792164,0.0,101199.60416666667,-2.4830688476562273,0.0
2022-02-12 04:00:00,2.368339227450082,-80.60077238438765,0.0,101174.0625,-2.2419443766276004,0.0
2022-02-12 05:00:00,2.4685346808713207,-80.6168225317333,0.0,101105.0625,-2.2533477783202898,0.0
2022-02-12 06:00:00,2.6016479552146174,-76.84654256004103,0.05002314814814815,101085.75,-2.292613728841104,0.0
2022-02-12 07:00:00,2.5094890650839083,-74.32694299991618,46.22421296296296,101067.45833333333,-1.2015594482421648,0.0
2022-02-12 08:00:00,2.488931037780864,-70.8550195067308,143.18034722222222,101026.04166666667,0.9327331542968977,0.0
